from n,tag,c/e,content,,,,,,,,,,,
343,使得,effect,普通民众距离“安居”梦想越来越近的同时,19,1,16,,,,,,,,
343,导致,cause,外部需求萎缩,6,1,6,,,,,,,,
343,导致,effect,出口减少仍然是我国经济增长面临的最大困难,20,1,4,,,,,,,,
343,促进,cause,多渠道拓展毕业生就业领域等措施,15,1,12,,,,,,,,
343,促进,effect,高校毕业生就业,7,1,7,,,,,,,,
343,促进,cause,党中央、国务院坚持把,10,0,0,,,,,,,,
343,促进,effect,就业作为保障和改善民生的头等大事,16,1,16,,,,,,,,
344,推动,cause,有人认为这将,6,0,0,,,,,,,,
344,推动,effect,我国利率市场化的发展,10,1,10,,,,,,,,
344,促进,cause,外汇管理领域在深化改革、推进简政放权以及,20,8,11,13,18,,,,,,
344,促进,effect,贸易投资自由化方面都取得了哪些进展,17,1,7,,,,,,,,
345,使,cause,连续五年的经济低迷,9,6,9,,,,,,,,
345,使,effect,一批行业深陷困境,8,1,8,,,,,,,,
345,促进,cause,发达经济体央行在努力,10,1,10,,,,,,,,
345,促进,effect,经济增长的同时也面临一些困境和风险,17,1,4,,,,,,,,
345,促进,cause,对改善金融市场的流动性、平稳金融市场运行、减缓经济衰退和,28,2,11,13,20,22,27,,,,
345,促进,effect,经济复苏起到了一定作用,11,1,4,,,,,,,,
345,导致,cause,市场对日本国债安全的担忧将会,14,1,12,,,,,,,,
345,导致,effect,利息率攀升,5,1,5,,,,,,,,
345,引发,cause,中国内地经济筑底回升,10,1,10,,,,,,,,
345,引发,effect,人民币升值预期,7,1,7,,,,,,,,
345,引起,cause,香港金管局入市干预再次,11,1,9,,,,,,,,
345,引起,effect,对香港联系汇率制度的讨论,12,1,12,,,,,,,,
345,带来,cause,以减少美元霸权和美元泛滥对全球经济金融稳定,21,4,7,9,12,14,21,,,,
345,带来,effect,的负面影响,5,0,0,,,,,,,,
345,使得,cause,Libor操纵事件,9,1,9,,,,,,,,
345,使得,effect,“Libor+风险溢价”的基本定价模型失去公信力,24,1,24,,,,,,,,
345,使,cause,Libor操纵丑闻,9,1,9,,,,,,,,
345,使,effect,现代金融理论中“理性投资人”的角色蒙羞,19,1,19,,,,,,,,
345,使得,cause,他们的欺诈行为,7,4,7,,,,,,,,
345,使得,effect,公众对金融机构的信任度直线下降,15,1,15,,,,,,,,
345,促进,cause,实现“抱团取暖”成为各国,12,1,8,,,,,,,,
345,促进,effect,经济复苏的重要手段,9,1,4,,,,,,,,
345,推动,cause,韩国则加快,5,0,0,,,,,,,,
345,推动,effect,与美国、欧洲的自贸区建立,12,2,12,,,,,,,,
345,推动,cause,加快推进亚洲自由贸易区合作是亚洲各国,18,1,13,,,,,,,,
345,推动,effect,经济复苏的必然之举,9,1,4,,,,,,,,
347,推动,cause,二是要进一步,6,0,0,,,,,,,,
347,推动,effect,中国金融的市场化改革,10,1,10,,,,,,,,
347,推动,cause,三是要进一步,6,0,0,,,,,,,,
347,推动,effect,中国金融开放,6,1,6,,,,,,,,
347,使得,cause,国际化的引导,6,1,3,,,,,,,,
347,使得,effect,中国金融的边界扩大了,10,1,9,,,,,,,,
347,使得,cause,在全球配置资源同时也,10,1,7,,,,,,,,
347,使得,effect,我国金融分散风险的能力提升,13,1,13,,,,,,,,
348,使得,cause,市场对国家知识产权战略发展进程的关注度之高,21,1,21,,,,,,,,
348,使得,effect,项目组备受激励,7,1,7,,,,,,,,
352,使得,cause,两项因素叠加,6,0,0,,,,,,,,
352,使得,effect,美国削减贸易赤字变得更为艰难,14,1,14,,,,,,,,
352,造成,cause,政府“停摆”问题,8,1,8,,,,,,,,
352,造成,effect,包括零售、汽车销售以及制造业在内的部分领域增长放缓,25,1,25,,,,,,,,
352,使得,cause,而全球需求放缓、关税成本上升以及整体性政策确定性都,25,2,7,9,14,17,24,,,,
352,使得,effect,制造业承压,5,1,5,,,,,,,,
353,带来,cause,一是外需的减少,7,3,7,,,,,,,,
353,带来,effect,经济下行压力,6,1,6,,,,,,,,
353,导致,cause,二是由于贸易摩擦激化,10,5,10,,,,,,,,
353,导致,effect,的负面影响,5,0,0,,,,,,,,
353,带来,cause,或将给日本的内需,8,0,0,,,,,,,,
353,带来,effect,新的变数,4,1,4,,,,,,,,
353,使,cause,由于消费税的预期上涨将会在实施前,16,3,10,,,,,,,,
353,使,effect,未来的需求提前,7,1,7,,,,,,,,
353,使得,cause,而且税率增加将,7,3,6,,,,,,,,
353,使得,effect,人们的实际所得下降,9,1,9,,,,,,,,
353,引发,cause,以减小因消费税上调而,10,5,9,,,,,,,,
353,引发,effect,经济进入衰退的概率,9,1,6,,,,,,,,
353,使得,cause,劳动力市场的二元分割,10,1,10,,,,,,,,
353,使得,effect,兼职就业与全职就业之间还存在较大的工资差距,21,1,21,,,,,,,,
354,使得,cause,这一过程虽然会,7,0,0,,,,,,,,
354,使得,effect,银行间流动性出现内生性改善、基础货币流动性趋于平稳,25,1,13,15,25,,,,,,
354,由于,cause,融资渠道的收紧而继续出现”,13,1,7,,,,,,,,
354,由于,effect,而低资质主体的信用违约事件或将,15,2,13,,,,,,,,
355,使得,cause,油价一路走高,6,1,6,,,,,,,,
355,使得,effect,印度通胀加速上升,8,1,8,,,,,,,,
355,造成,cause,油价高企和印度卢比贬值还会,13,1,4,6,11,,,,,,
355,造成,effect,印度贸易赤字的持续恶化,11,1,11,,,,,,,,
355,引发,cause,美联储加息,5,1,5,,,,,,,,
355,引发,effect,新兴市场大抛售,7,1,7,,,,,,,,
355,使得,cause,美联储缩减资产负债表,10,1,10,,,,,,,,
355,使得,effect,美元融资吃紧,6,1,6,,,,,,,,
356,带来,cause,虽然经济复苏,6,3,6,,,,,,,,
356,带来,effect,了本轮利率上行,7,4,7,,,,,,,,
356,使得,cause,美元走弱会,5,1,4,,,,,,,,
356,使得,effect,新兴市场在汇率和资本流动层面的压力有所减轻,21,1,21,,,,,,,,
356,带来,cause,作为世界最大经济体的美国无论做出怎样的政策选择都会,25,0,0,,,,,,,,
356,带来,effect,巨大的外溢效应,7,1,7,,,,,,,,
357,引起,cause,让资本外逃的问题重新,10,2,6,,,,,,,,
357,引起,effect,了各界的关注,6,0,0,,,,,,,,
359,造成,cause,有效分担了种养殖业因自然灾害和意外事故,19,11,14,16,19,,,,,,
359,造成,effect,的经济损失,5,2,5,,,,,,,,
360,导致,cause,外需下降压力加大,8,1,8,,,,,,,,
360,导致,effect,经济景气下滑《报告》显示,12,1,6,,,,,,,,
360,导致,cause,资本市场行情低迷,8,1,8,,,,,,,,
360,导致,effect,财富收入减少《报告》表示,12,1,9,,,,,,,,
360,导致,cause,美元走强,4,1,4,,,,,,,,
360,导致,effect,金价下跌,4,1,4,,,,,,,,
361,带来,cause,此次调整会,5,3,4,,,,,,,,
361,带来,effect,A股所有成份股权重的普遍性提高和相应的资金流入,23,3,15,20,23,,,,,,
362,使得,cause,加之美联储加息,7,3,7,,,,,,,,
362,使得,effect,美元流动性收紧,7,1,7,,,,,,,,
363,推动,cause,银行机构在压缩通道和表外业务、缩短融资链条、,22,6,14,16,21,,,,,,
363,推动,effect,结构性去杠杆的过程中,10,1,6,,,,,,,,
363,使得,cause,资管新规的出台,7,1,7,,,,,,,,
363,使得,effect,金融机构资管业务趋于规范,12,1,12,,,,,,,,
364,促进,cause,以金融科技应用成果,9,2,9,,,,,,,,
364,促进,effect,金融渠道有效下沉,8,1,8,,,,,,,,
366,引起,cause,美国征收钢铝关税的举措已经,13,1,11,,,,,,,,
366,引起,effect,了加拿大与墨西哥的报复性反制行动,16,2,16,,,,,,,,
366,推动,cause,重申双方将致力于,8,0,0,,,,,,,,
366,推动,effect,“开放、以规则为依据的国际贸易”,16,2,15,,,,,,,,
367,导致,cause,外需的回落,5,1,5,,,,,,,,
367,导致,effect,日本的工业产出增速下行,11,4,11,,,,,,,,
367,使得,cause,尽管企业利润回升,8,3,8,,,,,,,,
367,使得,effect,资本开支在2018年仍然保持了高增速,18,1,18,,,,,,,,
367,使得,cause,全球经济增速回落,8,1,8,,,,,,,,
367,使得,effect,日本净出口继续下降,9,1,9,,,,,,,,
368,使得,cause,大规模财政刺激措施的实施,12,1,12,,,,,,,,
368,使得,effect,人们对于美国经济过热的忧虑加重,15,1,15,,,,,,,,
368,使,cause,美元优秀的表现,7,1,7,,,,,,,,
368,使,effect,其在今年成为了比黄金更受欢迎的避险类资产,20,5,20,,,,,,,,
369,使得,cause,部分亚洲国家的政局变化,11,1,11,,,,,,,,
369,使得,effect,我国企业实施的项目面临的政治风险有所升高,20,1,20,,,,,,,,
370,导致,cause,而劳动力成本的上升将,10,2,9,,,,,,,,
370,导致,effect,消费者面临更快的价格通胀,12,1,12,,,,,,,,
370,导致,cause,大宗商品价格大幅回落,10,1,10,,,,,,,,
370,导致,effect,通胀率处于低位,7,1,7,,,,,,,,
371,使得,cause,“近期美股及新兴市场股市的大幅波动及美债收益率上升,25,4,17,19,25,,,,,,
371,使得,effect,投资者风险偏好有所下降,11,1,11,,,,,,,,
372,使得,cause,《外资办法》的落地实施将,12,1,11,,,,,,,,
372,使得,effect,期货公司股权结构的国际化程度大幅提升,18,1,18,,,,,,,,
372,使得,cause,外资的放开将,6,1,5,,,,,,,,
372,使得,effect,期货公司直接面临与国际金融机构的竞争,18,7,18,,,,,,,,
373,使得,cause,盈利稳定且偏高、估值偏低以及外资流入等,19,1,7,9,12,15,18,,,,
373,使得,effect,大金融、消费等蓝筹个股受到机构投资者青睐,20,1,20,,,,,,,,
374,使得,cause,2019年增值税改革会,11,6,10,,,,,,,,
374,使得,effect,我国居民消费增长1.413%,14,1,8,,,,,,,,
375,使得,cause,这一系列举措,6,0,0,,,,,,,,
375,使得,effect,招商银行的零售业务规模及利润持续提升,18,1,18,,,,,,,,
375,带来,cause,各家银行纷纷拥抱金融科技,12,1,12,,,,,,,,
375,带来,effect,的新机遇,4,0,0,,,,,,,,
375,带来,cause,意识到金融科技给金融业,11,4,7,,,,,,,,
375,带来,effect,的巨大挑战和内在的机遇,11,2,5,7,11,,,,,,
376,促使,cause,同时还能够,5,0,0,,,,,,,,
376,促使,effect,消费者在场景中主动思考自身风险,15,1,15,,,,,,,,
377,使得,cause,因此大规模的外汇占款,10,3,10,,,,,,,,
377,使得,effect,央行一直采取偏紧的货币政策,13,1,13,,,,,,,,
377,使得,cause,央行350亿的逆回购操作,12,1,12,,,,,,,,
377,使得,effect,市场利率快速回落,8,1,8,,,,,,,,
379,带来,cause,但仍有望给市场,7,0,0,,,,,,,,
379,带来,effect,一定的结构性投资机会,10,4,10,,,,,,,,
381,使得,cause,美元连升3周也,7,1,6,,,,,,,,
381,使得,effect,多头人气积聚,6,1,6,,,,,,,,
381,使得,cause,美元上涨将,5,1,4,,,,,,,,
381,使得,effect,美国国外投资者持有美债的吸引力增加,17,1,17,,,,,,,,
385,使得,cause,保险通证的应用,7,1,7,,,,,,,,
385,使得,effect,保险资产可以在区块链世界自由流通、配置,19,1,19,,,,,,,,
385,使,cause,基于通证的保险资产权益载体和统一的产品标准可,22,1,13,15,21,,,,,,
385,使,effect,共保、再保、保单质押等场景顺理成章地完成,20,1,20,,,,,,,,
386,导致,cause,工地开工增加,6,1,6,,,,,,,,
386,导致,effect,季节性消费出现,7,1,7,,,,,,,,
386,导致,cause,产能过剩、需求下滑和成本支撑弱化会,17,1,4,6,9,11,16,,,,
386,导致,effect,螺纹钢价格反弹压力重重,11,1,11,,,,,,,,
386,导致,cause,但是中央的干预往往,9,3,7,,,,,,,,
386,导致,effect,地产调控松动的夭折,9,1,9,,,,,,,,
386,使得,cause,铁矿石价格持稳难以大幅上涨,13,1,13,,,,,,,,
386,使得,effect,成本支撑弱化,6,1,6,,,,,,,,
387,因为,cause,银行额度太紧而“自行上调”,13,1,13,,,,,,,,
387,因为,effect,此前上浮也只是,7,0,0,,,,,,,,
387,使得,cause,银根放松配合降价,8,1,8,,,,,,,,
387,使得,effect,进入新年后广州楼市的成交量出现一定反弹,19,3,19,,,,,,,,
389,使得,cause,今年同路生物的并表,9,8,9,,,,,,,,
389,使得,effect,上半年公司收入增长51%,12,4,9,,,,,,,,
390,促进,cause,高铁地铁的发展,7,1,7,,,,,,,,
390,促进,effect,了交通出行的升级换代,10,2,10,,,,,,,,
392,带来,cause,“零违约”的突破将,9,1,8,,,,,,,,
392,带来,effect,信用溢价的整体上升,9,1,9,,,,,,,,
393,使,cause,另一方面要加快,7,0,0,,,,,,,,
393,使,effect,已建成的保障房投入供应,11,5,11,,,,,,,,
395,带来,cause,另一方面凸显出互联网渠道销售,14,8,14,,,,,,,,
395,带来,effect,的市场潜力,5,2,5,,,,,,,,
396,使得,cause,如何削减政府的债务、如何获得救助资金、如何,21,3,9,13,18,,,,,,
396,使得,effect,欧元区摆脱债务危机的束缚,12,1,12,,,,,,,,
396,推动,cause,让民间的内生动力来,9,2,8,,,,,,,,
396,推动,effect,经济增长,4,1,4,,,,,,,,
397,使得,cause,上周末央行下调存款准备金率,13,4,13,,,,,,,,
397,使得,effect,钢材贸易商资金短缺现象得以缓解,15,1,15,,,,,,,,
397,使得,cause,部分工地加紧进货也,9,3,8,,,,,,,,
397,使得,effect,钢材需求略有增加,8,1,8,,,,,,,,
398,使得,cause,数字技术的发展,7,1,7,,,,,,,,
398,使得,effect,普惠金融已经发展为一个复杂的金融生态体系,20,1,20,,,,,,,,
399,使得,cause,科技的发展,5,1,5,,,,,,,,
399,使得,effect,保险能够更细微地渗透到普通消费者的每一个行为中,23,1,22,,,,,,,,
400,使,cause,因价格上涨、成本下降,10,2,5,7,10,,,,,,
400,使,effect,企业盈利增速大幅回升,10,1,10,,,,,,,,
400,使得,cause,效率改善,4,1,4,,,,,,,,
400,使得,effect,工业企业在主营业务收入增速下降的情况下实现了利润加速”,27,1,26,,,,,,,,
402,带来,cause,穆迪的降调行为也对当日的加拿大股市,17,1,7,,,,,,,,
402,带来,effect,下行动能,4,1,4,,,,,,,,
404,使得,cause,尽管明显升温的谨慎情绪,11,3,11,,,,,,,,
404,使得,effect,两市成交量维持低位,9,1,9,,,,,,,,
404,使得,cause,技术指标的底背离状态加上估值的相对回归,19,1,10,13,19,,,,,,
404,使得,effect,其已具备阶段性反弹的基础,12,3,12,,,,,,,,
405,带来,cause,波段机会包括利率上行速度过快、短期经济数据较差,23,7,14,16,23,,,,,,
405,带来,effect,的冲击、央行放松预期最强的时候、股市出现大幅度下跌等,26,5,10,17,25,,,,,,
406,使得,cause,维持资本流动良性循环,10,1,10,,,,,,,,
406,使得,effect,房价、利率、汇率均失去了应有的弹性,17,1,17,,,,,,,,
406,带来,cause,但庞大的债务规模对利率维持低位的要求与经济增长,23,2,8,10,15,20,23,,,,
406,带来,effect,利率回升的表现形成矛盾,11,1,5,7,7,,,,,,
407,使得,cause,Libor操纵事件,9,1,9,,,,,,,,
407,使得,effect,“Libor+风险溢价”的基本定价模型失去公信力,24,1,24,,,,,,,,
407,使,cause,Libor操纵丑闻,9,1,9,,,,,,,,
407,使,effect,现代金融理论中“理性投资人”的角色蒙羞,19,1,19,,,,,,,,
407,使得,cause,他们的欺诈行为,7,4,7,,,,,,,,
407,使得,effect,公众对金融机构的信任度直线下降,15,1,15,,,,,,,,
408,推动,cause,显示出城投债是,7,4,6,,,,,,,,
408,推动,effect,今年信用产品供给端放量的主要动力,16,3,11,,,,,,,,
408,使得,cause,而目前各区域城投债发行主体数目上的差异将,20,5,19,,,,,,,,
408,使得,effect,未来城投债的扩容整体向欠发达地区倾斜,18,3,18,,,,,,,,
409,使得,cause,银行从业人员由于职业的特殊性,14,1,14,,,,,,,,
409,使得,effect,他们更有“资本”接触民间借贷市场,16,3,16,,,,,,,,
412,带来,cause,使得银行理财在日益成熟的共享金融所,17,13,16,,,,,,,,
412,带来,effect,的金融脱媒过程中,8,2,5,,,,,,,,
413,促进,cause,也相应地,4,0,0,,,,,,,,
413,促进,effect,党建宣传与业务宣传的有机结合,14,1,14,,,,,,,,
414,带来,cause,但是高额的代理人成本一方面给保险公司,18,3,10,,,,,,,,
414,带来,effect,了成本负担,5,2,5,,,,,,,,
416,造成,cause,此前一系列已经出台或正在酝酿的监管政策,19,6,19,,,,,,,,
416,造成,effect,了一定的市场猜测和预期,11,0,0,,,,,,,,
419,使得,cause,巨大的收益空间也,8,1,7,,,,,,,,
419,使得,effect,资金趋之若鹜成为必然,10,1,6,,,,,,,,
420,使得,cause,持续高企的融资成本,9,1,9,,,,,,,,
420,使得,effect,越来越多的内地企业寻求在海外融资,16,5,16,,,,,,,,
420,造成,cause,“尽管人民币的贬值幅度在金融市场,16,4,11,,,,,,,,
420,造成,effect,了许多疑问,5,0,0,,,,,,,,
421,导致,cause,地方政府对于投资的补贴性竞争是,15,1,14,,,,,,,,
421,导致,effect,产能过剩最为重要的原因,11,1,4,,,,,,,,
421,使,cause,广泛的投资补贴,7,1,7,,,,,,,,
421,使,effect,企业进行过度的产能投资,11,1,11,,,,,,,,
421,推动,cause,削弱了货币信贷,7,1,7,,,,,,,,
421,推动,effect,经济增长的有效性,8,1,8,,,,,,,,
421,导致,cause,破解体制性因素,7,1,7,,,,,,,,
421,导致,effect,的产能过剩,5,2,5,,,,,,,,
422,使得,cause,乙丙类账户受限也,8,1,7,,,,,,,,
422,使得,effect,相关机构银行间债券市场的交易量明显下降”,20,1,19,,,,,,,,
423,引起,cause,国土部官方网站一则有关房产税的消息,17,10,17,,,,,,,,
423,引起,effect,了各方强烈关注,7,0,0,,,,,,,,
424,促使,cause,一是因为当前积极的股市政策将,14,7,13,,,,,,,,
424,促使,effect,做多底气回升,6,1,6,,,,,,,,
424,使得,cause,二是因为经济复苏预期也,11,5,10,,,,,,,,
424,使得,effect,各路资金提升了对未来小盘成长股的预期,18,1,18,,,,,,,,
425,使得,cause,连续涨停更是,6,1,4,,,,,,,,
425,使得,effect,盘中赚钱效应凸显,8,1,8,,,,,,,,
426,带来,cause,9月底之前料有行动低迷的通胀和全球贸易紧张局势,23,10,14,16,23,,,,,,
426,带来,effect,的下行风险,5,2,5,,,,,,,,
427,使得,cause,权重股的拉抬,6,1,6,,,,,,,,
427,使得,effect,股指运行重心逐步上移,10,1,10,,,,,,,,
428,使得,cause,宏观经济开局低迷,8,1,8,,,,,,,,
428,使得,effect,年内货币政策仍存宽松空间,12,1,12,,,,,,,,
428,使得,cause,对羊年行情的乐观期待正,11,1,10,,,,,,,,
428,使得,effect,资金入市的热情持续提升,11,1,11,,,,,,,,
429,使,cause,那么区域集团化的发展会,11,3,10,,,,,,,,
429,使,effect,区域壁垒增加,6,1,6,,,,,,,,
432,使得,cause,贷款增长回落,6,1,6,,,,,,,,
432,使得,effect,货币创造能力下降,8,1,8,,,,,,,,
437,使得,cause,一举收复1.3220,10,0,0,,,,,,,,
437,使得,effect,下行压力缓解,6,1,6,,,,,,,,
437,使,cause,日本央行外汇干预的风险将,12,1,9,,,,,,,,
437,使,effect,美元对日元暂时维持在100上方,15,1,15,,,,,,,,
437,推动,cause,虽然美国和日本央行货币政策分化有望在中期内,21,3,15,,,,,,,,
437,推动,effect,美元对日元复苏,7,1,7,,,,,,,,
437,使得,cause,一是英国公投之后的市场波动和经济隐忧升温,20,3,13,15,20,,,,,,
437,使得,effect,欧元与英镑有更多下行空间,12,1,12,,,,,,,,
438,使得,cause,“4月收益率反弹,8,4,8,,,,,,,,
438,使得,effect,一些债具备了加仓价值,10,3,10,,,,,,,,
441,推动,cause,是什么原因,5,0,0,,,,,,,,
441,推动,effect,了蓝筹股的大涨,7,2,7,,,,,,,,
442,带来,cause,因此建议投资者重点关注产业债中企业持续亏损以及偿债能力下降,29,5,29,,,,,,,,
442,带来,effect,的经营风险和偿债风险,10,2,5,7,10,,,,,,
442,带来,cause,“零违约”的突破将,9,1,8,,,,,,,,
442,带来,effect,信用溢价的整体上升,9,1,9,,,,,,,,
443,导致,cause,以及资本流向转变,8,3,8,,,,,,,,
443,导致,effect,的资金流出风险,7,2,7,,,,,,,,
444,使得,cause,人民币升值,5,1,5,,,,,,,,
444,使得,effect,飞机、航空燃油等进口物品的采购成本大幅下降,21,1,21,,,,,,,,
444,使,cause,且非标准合约、询价交易机制和双边清算等,19,2,6,8,13,15,18,,,,
444,使,effect,场外市场缺乏足够的流动性,12,1,12,,,,,,,,
446,使得,cause,最后则是银行监管趋严,10,5,10,,,,,,,,
446,使得,effect,银行对贷款的投放更加审慎,12,1,12,,,,,,,,
446,迫使,cause,而这一压力会,6,0,0,,,,,,,,
446,迫使,effect,商业银行采取更为谨慎的信贷政策,15,1,15,,,,,,,,
448,带来,cause,英国脱欧事件给全球的避险市场,14,1,6,,,,,,,,
448,带来,effect,了深刻的影响,6,0,0,,,,,,,,
448,致使,cause,市场避险情绪,6,1,6,,,,,,,,
448,致使,effect,涌进像黄金、白银等贵金属及传统的避险货币日元和瑞士法朗,27,1,27,,,,,,,,
450,迫使,cause,严峻的经济形势或会,9,1,7,,,,,,,,
450,迫使,effect,欧洲央行再度出手,8,1,8,,,,,,,,
450,造成,cause,对全球流动性体系又会,10,2,8,,,,,,,,
450,造成,effect,怎样的冲击,5,0,0,,,,,,,,
451,使得,cause,新车销量下滑加上商车费改,12,1,6,9,12,,,,,,
451,使得,effect,车险保费下降,6,1,6,,,,,,,,
452,带来,cause,绿色发展、环境改善所,10,1,4,6,9,,,,,,
452,带来,effect,的好处是整个社会都能获得的,13,2,13,,,,,,,,
453,使,cause,今年的重点任务就是研究如何,13,0,0,,,,,,,,
453,使,effect,我们的市场能够准确地定价,12,4,12,,,,,,,,
455,使得,cause,但选择党的胜利,7,2,7,,,,,,,,
455,使得,effect,默克尔的组阁之路困难重重,12,1,12,,,,,,,,
455,造成,cause,将会对全球宏观经济复苏与金融市场稳定,18,4,11,13,18,,,,,,
455,造成,effect,新的冲击,4,0,0,,,,,,,,
456,引起,cause,金融“去杠杆”容易,9,1,7,,,,,,,,
456,引起,effect,市场利率攀升,6,1,6,,,,,,,,
456,由于,cause,可以享受到较低的准备金率,12,6,12,,,,,,,,
456,由于,effect,那些对小微企业贷款增量较多或贷款占比提升较快的商业银行,27,3,27,,,,,,,,
458,使得,cause,由于政府持续关停,8,3,8,,,,,,,,
458,使得,effect,财政预算谈判与债务上限谈判合二为一,17,1,17,,,,,,,,
460,带来,cause,以央行为主导的宏观审慎监管框架也将对银行,20,2,15,,,,,,,,
460,带来,effect,新的约束,4,3,4,,,,,,,,
461,触发,cause,在13点28分跌幅迅速触及了7.02%而再度,22,8,19,,,,,,,,
461,触发,effect,熔断机制,4,1,4,,,,,,,,
461,使得,cause,市场由于熔断机制并未能够,12,5,8,,,,,,,,
461,使得,effect,抄底资金介入而走出反转行情,13,1,13,,,,,,,,
462,使得,cause,网购的火爆,5,1,5,,,,,,,,
462,使得,effect,这个本来普通的日子变成了购物的“狂欢节”,20,5,20,,,,,,,,
462,带来,cause,农村居民收入增长,8,1,8,,,,,,,,
462,带来,effect,的消费升级需求,7,2,7,,,,,,,,
462,使得,cause,交易量的增多,6,1,6,,,,,,,,
462,使得,effect,农村地区的商家除了在网上卖货外也会成为比较重要的买家,26,1,26,,,,,,,,
463,造成,cause,无非是集体资产匮乏以及战略定位,15,4,9,12,15,,,,,,
463,造成,effect,的产业结构单一,7,2,7,,,,,,,,
463,带来,cause,每次活动都能至少为方前镇,12,0,0,,,,,,,,
463,带来,effect,上百人次的游客量,8,1,8,,,,,,,,
463,带来,cause,明确的经济回报诉求也使得其所,14,1,9,,,,,,,,
463,带来,effect,的产业振兴规划必定更可持续,13,2,13,,,,,,,,
464,造成,cause,给商业银行的风险资产配置行为,14,2,14,,,,,,,,
464,造成,effect,了明显的约束,6,5,6,,,,,,,,
464,带来,cause,这会对银行的负债端业务,11,7,11,,,,,,,,
464,带来,effect,明显的影响,5,0,0,,,,,,,,
465,使,cause,较高的风险,5,1,5,,,,,,,,
465,使,effect,中小型企业难以从金融机构获得所需贷款,18,1,18,,,,,,,,
465,推动,cause,建议出台,4,0,0,,,,,,,,
465,推动,effect,实体企业改革的相关政策,11,1,6,,,,,,,,
465,使,cause,政策重心是,5,0,0,,,,,,,,
465,使,effect,实体企业从单纯的追求经济利润增长转向为追求人与自然和谐发展,29,1,29,,,,,,,,
465,使,cause,政策目标是,5,0,0,,,,,,,,
465,使,effect,实体企业从要素积累转向技术创新,15,1,15,,,,,,,,
465,使,cause,政策手段是,5,1,4,,,,,,,,
465,使,effect,实体企业从倾斜性发展转向普惠性发展,17,1,17,,,,,,,,
465,导致,cause,如果实体企业出现贷款难,11,3,11,,,,,,,,
465,导致,effect,的经营困难,5,2,5,,,,,,,,
465,带来,cause,防范在实体经济方面金融创新所,14,10,13,,,,,,,,
465,带来,effect,的金融风险,5,2,5,,,,,,,,
466,导致,cause,电子信息在中心化系统中被恶意删除,16,1,16,,,,,,,,
466,导致,effect,重要信息丢失也是很难防范的,13,1,6,,,,,,,,
466,使得,cause,区块链的多方共识、多方存证、加密技术等,19,1,18,,,,,,,,
466,使得,effect,电子信息有了原始凭证性,11,1,10,,,,,,,,
467,带来,cause,市场愈发规范化会给整个行业,13,1,7,,,,,,,,
467,带来,effect,更加长远的利益,7,3,7,,,,,,,,
467,使得,cause,II将会,4,0,0,,,,,,,,
467,使得,effect,投行削减大约12亿美元的研究支出,16,1,16,,,,,,,,
468,使得,cause,成本与效率的限制,8,1,8,,,,,,,,
468,使得,effect,商业银行难以兼顾自身盈利与普惠金融,17,1,17,,,,,,,,
468,推动,cause,金融科技的发展正在,9,1,7,,,,,,,,
468,推动,effect,传统金融向新金融的迭代,11,1,11,,,,,,,,
468,使得,cause,更为关键的是,6,0,0,,,,,,,,
468,使得,effect,人们得到了信用,7,1,7,,,,,,,,
470,引发,cause,楼市暴涨,4,1,4,,,,,,,,
470,引发,effect,房贷激增,4,1,4,,,,,,,,
471,使,cause,票据业务的特性,7,1,6,,,,,,,,
471,使,effect,其成为规模扩张的途径之一,12,4,7,,,,,,,,
471,使得,cause,这种各种主体参与的交易,11,3,11,,,,,,,,
471,使得,effect,监管难度加大,6,1,6,,,,,,,,
475,导致,cause,评级下移,4,1,4,,,,,,,,
475,导致,effect,发生信用风险的概率增高,11,1,11,,,,,,,,
475,使得,cause,整体宽松的资金面和较低的无风险利率,17,1,8,10,17,,,,,,
475,使得,effect,资金成本较高的银行理财等只能大量配置中低评级信用债,25,1,25,,,,,,,,
476,引起,cause,扩张型的货币政策,8,1,8,,,,,,,,
476,引起,effect,资产和产品价格上涨进而维持商业银行正常信贷链条,23,1,9,12,22,,,,,,
476,使得,cause,商业银行利用理财产品扩大信贷规模而,17,1,16,,,,,,,,
476,使得,effect,货币变向超发,6,1,6,,,,,,,,
476,使得,cause,民间资本大量涌入,8,1,8,,,,,,,,
476,使得,effect,这些“影子银行”的业务在快速膨胀,16,3,16,,,,,,,,
477,使得,cause,资本的逐利性,6,1,6,,,,,,,,
477,使得,effect,互联网金融同样面临和传统金融一样的问题,19,1,19,,,,,,,,
479,促使,cause,场外增量资金的持续入场是,12,1,11,,,,,,,,
479,促使,effect,近来A股屡屡刷新历史天量的主要原因,17,3,12,,,,,,,,
479,造成,cause,同时也将对A股的主题投资线索,14,0,0,,,,,,,,
479,造成,effect,深远的影响,5,0,0,,,,,,,,
480,促使,cause,场外增量资金的持续入场是,12,1,11,,,,,,,,
480,促使,effect,近来A股屡屡刷新历史天量的主要原因,17,3,12,,,,,,,,
480,造成,cause,同时也将对A股的主题投资线索,14,0,0,,,,,,,,
480,造成,effect,深远的影响,5,0,0,,,,,,,,
481,使得,cause,3月货币供求的紧张局势将,12,3,11,,,,,,,,
481,使得,effect,市场流动性阶段性收紧,10,1,10,,,,,,,,
482,促进,cause,内部控制是,5,1,4,,,,,,,,
482,促进,effect,公司积极演化的机制,9,1,6,,,,,,,,
