article,sentence,keyword,cause,effect
19,50,使得,监管部门监管趋严,批发市场流动性紧张等成为日益显性化的风险
19,53,引发,非银行机构的资产负债调整,银行机构的资产负债以及表外业务的调整
20,3,导致,以加征关税或者限制出口等方式来解决贸易赤字或者贸易纠纷,美股、美债风险累积
20,3,导致,以加征关税或者限制出口等方式来解决贸易赤字或者贸易纠纷,新一轮金融危机的“种子”
20,3,导致,以加征关税或者限制出口等方式来解决贸易赤字或者贸易纠纷,刚刚步入加速挡的全球经济再度面临威胁
20,5,使得,全球贸易保护主义盛行,美元在世界影响力下降
20,5,使得,拖累世界贸易和经济下行,美元在世界影响力下降
20,16,从而,美国经济复苏,拖累全球经济复苏
20,17,触发,美国股市和负债,危机的“导火索
20,17,触发,保护主义,危机的“导火索
20,21,从而,消费者最后可能需要购买更贵的商品,引发民怨
20,26,导致,选择临时大范围征收关税和美元与黄金脱钩,美国陷入经济滞胀
20,30,导致,中美两国贸易萎缩,全球贸易下行
20,35,导致,美元剧烈波动,经济危机
20,35,导致,美元剧烈波动,全球经济陷入动荡
20,44,触发,特朗普持续在贸易保护主义政策上强硬,美股崩溃
20,48,使得,全球贸易保护主义盛行,美元在世界影响力下降
20,48,使得,拖累世界贸易和经济下行,美元在世界影响力下降
20,62,带来,中国进一步扩大对外开放的力度,中国进一步提升在国际上经济影响力的重要
21,0,由于,电力股、铁路股等传统产业股的发力,A股市场出现了震荡中重心持续快速上移的态势
21,1,从而,成交量却有所萎缩,A股出现了放量下跌
21,1,从而,成交量却有所萎缩,缩量企稳的格局
21,3,从而,创业板指则可能会进一步调整,A股市场出现分化的格局
21,12,因为,伪成长股现了原形,获利盘产生了套现离场的态势
21,12,因为,影视娱乐,获利盘产生了套现离场的态势
21,12,因为,新兴产业,获利盘产生了套现离场的态势
21,16,因为,改革的阳光,优先股的创新政策可能会在银行、电力等上市公司中率先施行
21,17,使得,油改、铁路改革,相关产业股迎来了股价催化剂
21,17,使得,油改、铁路改革,二级市场股价自然渐趋活跃
21,20,因为,铁路、电力股等大市值品种的强劲走势,指数涨幅较为喜人
21,21,因为-所以,大市值品种在前期走势相对呆滞,市场浮筹不多
21,21,因为-所以,大市值品种在前期走势相对呆滞,股价就会持续涨升
21,22,从而,大市值品种就会节节走高,上证指数节节走高
21,31,使得,从国债逆回购利率的变化,指数大跌的一幕再度重现
21,31,使得,全社会的资金面再度紧张,指数大跌的一幕再度重现
21,40,诱发,影视股、手机游戏股的估值情况也展开了争论,更多的筹码涌出
21,42,从而,创业板指则可能会进一步调整,A股市场出现分化的格局
21,45,使得,银行股的低估值数据的存在,上证指数不至于过分悲观
21,50,所以,西王食品、煌上煌等个股在急跌后的反抽走势就是最好,个股仍可跟踪
22,3,使,去产能绝非一蹴而就,艰巨的任务难上加难
22,4,造成,中国产能过剩,产能过剩
22,8,使得,欧美等发达国家经济大幅紧缩,我国过去可以通过出口消化的产能出现了大量剩余
22,8,使得,对外出口出现大幅滑坡,我国过去可以通过出口消化的产能出现了大量剩余
22,9,使得,低迷、停滞不前的全球需求与日益扩张的国内产能之间的缺口扩大,产能过剩问题日益凸显
22,11,使得,国企可以留存当年的利润而不必上缴,国企红利收入既没有直接分配
22,11,使得,国企可以留存当年的利润而不必上缴,留存收益会被国企用于再投资
22,12,使得,国企无需上缴红利,我国企业的储蓄率居高不下
22,12,使得,国企无需上缴红利,国企更愿意将留存收益用于产能扩张投资
22,15,导致,众多行业的低集中度,行业业绩低下
22,15,导致,众多行业的低集中度,产能过剩
22,15,导致,产能扩张不受控,行业业绩低下
22,15,导致,产能扩张不受控,产能过剩
22,18,由于,我国知识产权保护力度尚有所欠缺,加剧了产能过剩
22,18,由于,新建供应链的新技术会无成本的迅速被其他企业使用,加剧了产能过剩
22,45,从而,产能过剩行业的企业完成私有化,产能过剩的问题得到有效缓解
22,45,从而,低利润率和其带来的低利润会迫使效益低下的企业自动关闭,产能过剩的问题得到有效缓解
23,8,使得,金融机构自身也会不断地受到不良资产风险,服务实体经济的能力被大大削弱
23,12,使得,引进外资、上市,整个经营管理能够按照现代银行的运行方式加以运行
23,18,使得,股改实现的这三大成果,大型商业银行得以“强身健体”
23,18,使得,股改实现的这三大成果,整个银行体系和金融体系稳健运行奠定了良好的基
23,20,使得,深化改革,银行体制机制、业务流程甚至于文化和理念，都不断随着市场的运行变化和实体经济的需要进行改变
23,26,从而,金融业不能自娱自乐,推动银行业的可持续发展
23,26,从而,摆正二者关系,推动银行业的可持续发展
23,42,推动,在管理层面寻求优化,制度化改革
23,42,推动,在管理层面寻求优化,是产权制度改革
23,46,带来,中国大型商业银行迎来了从2002年开始的“黄金十年”,金融服务能力提升
23,46,带来,中国大型商业银行迎来了从2002年开始的“黄金十年”,金融产品优化、金融服务创新不断增多
23,48,带来,中美贸,商业银行转型的压力
23,48,带来,金融科技、互联网金融发展,商业银行转型的压力
23,51,使得,提高金融服务实体经济的能力,金融供给侧能够不断地得到持续优化和提升
24,0,使得,资本市场门槛大幅降低,中小企业可以通过股权市场来融资
24,10,使得,央行试图降低基准利率,社会无风险利率水平很难实质性降下来
24,10,使得,中国庞大的资管市场中广泛的刚性兑付的存,社会无风险利率水平很难实质性降下来
24,20,因为,银行信贷资金讲究有借有还,获得利息收入
24,22,使得,股权制约,收益和风险真正实现对称
25,7,使得,美国5月非农数据不及预期,美联储本月加息的可能性大大弱化
25,7,使得,美国5月非农数据不及预期,英国脱欧公投的日益
25,7,使得,美国5月非农数据不及预期,全球资金在6月第一周重点关注英国脱欧公投事件
25,9,因而,苏格兰独立的公投在最终一刻安然度过,市场此前并不特别担忧英国脱欧风险
25,10,推动,支持脱欧的民众比例高于支持留欧,全球避险情绪升温
25,10,推动,市场开始意识到风险正在升高,全球避险情绪升温
25,14,推动,英国脱欧公投,避险情绪
25,17,使得,非农就业人口仅增长3.8万，远不及预期的16万,加息概率快速回落
25,17,使得,非农就业人口仅增长3.8万，远不及预期的16万,市场对美联储加息的风险预期亦出现逆转
25,23,由于,苏格兰公投未能,退、留双方的势均力敌引爆了市场的避险情绪
25,23,由于,市场此前对英国脱欧公投的风险并未成为市场关注的焦点,退、留双方的势均力敌引爆了市场的避险情绪
25,23,由于,着公投时间的临近,退、留双方的势均力敌引爆了市场的避险情绪
25,25,引发,英国脱欧公投,全球金融市场的大幅波动
25,25,引发,英国真正脱欧,全球金融市场的大幅波动
25,34,使得,加息预期回升,美国10年期国债收益率再度回落
25,34,使得,加息预期回升,朝2012年年中的1.45%的历史低位逼近
25,34,使得,加息预期的退潮,美国10年期国债收益率再度回落
25,34,使得,加息预期的退潮,朝2012年年中的1.45%的历史低位逼近
25,60,使得,中国央行给予了更透明的人民币中间价定价机制,央行可能不会再度主动性大幅贬值
25,60,使得,中国央行给予了更透明的人民币中间价定价机制,海外投资者入场投资中国债券
26,4,使得,影子银行所使用的金融工具能够在一定程度上执行货币职能,中央银行对货币供应量测度与控制的准确性与有效性受到干扰
26,5,因此,影子银行使得货币周转率和使用效率得到提高,对货币增量的需求相对减弱
26,5,因此,影子银行使得货币周转率和使用效率得到提高,央行能够调节货币存量，但很难直接控制货币的周转效率
26,5,因此,影子银行使得货币周转率和使用效率得到提高,降低了货币供应量与最终目标的相关性
26,6,由于,传统利率调控方式仅仅能够影响官方利率,不能对影子银行体系利率进行有效干预
26,13,使得,影子银行的出现,银行获取资金的自由度进一步加强
26,13,使得,影子银行的出现,再贷款对银行流动性的调节作用受到削弱
26,13,使得,影子银行的出现,对货币供给的调控效力也受到影响
26,14,使,我国实行的规模小、频度高的央票操作对商业银行,公开市场操作业务受到影响
26,16,使得,商业银行不受严格监管的表外业务,中央银行货币政策传导机制受到了很大影响
26,16,使得,商业银行不受严格监管的表外业务,中央银行对商业银行等金融机构控制的有效性面临很大压力
26,16,使得,商业银行不受严格监管的表外业务,货币政策传导方向的可控性受到削弱
26,26,导致,信贷规避、银行表外融资,中央银行对准备金控制力降低
26,27,使,些机构资产的准备金,准备金制度运行更为有效
26,32,促进,加快利率市场化体系建设,金融机构正当竞争、提高银行议价能力
26,32,促进,加快利率市场化体系建设,货币政策调控方式从直接调控逐步转变为间接调控
26,32,促进,建立完善的存款保险制度,金融机构正当竞争、提高银行议价能力
26,32,促进,建立完善的存款保险制度,货币政策调控方式从直接调控逐步转变为间接调控
27,0,带来,银行理财产品监管新规的推出,债券市场做多热情
27,14,因此,信用债与非标准债权资产支持理财产品替代性较强,追逐高收益的理财需求仍旺
27,14,因此,信用债与非标准债权资产支持理财产品替代性较强,高收益理财产品供给减少
